Project,StationCode,Sample Year,SampleDate,Replicate,UniqueID,CollectionTime,CollectionMethod_BMI,UniqueID_CSCI,CSCI Score,So Cal IBI,North Coast IBI,UniqueID_IPI,IPI,UniqueID_ASCI,ASCIdiatom,ASCIsba,ASCIhybrid,D18,H20,S2,CRAM,Mean Water Alkalinity Total (mg/L),Mean Water Dissolved Oxygen (mg/L),Mean Water pH,Mean Water Specific Conductivity (uS/cm),Mean Water Temperature (C),Mean Water Temperature (F),Mean Water Turbidity (NTU)
RWB2_NapaRiv_BA_2021,206DRY700,2021,5/26/2021,1,,1/0/1900,BMI_RWB,206DRY700_2021_T_ABA_12794_BMI_RWB_1,1.03863704032409,,,206DRY700_5/26/2021_ICARE,1.19,206DRY700_5/26/2021_1,0.957120007449884,NA,NA,,,,,,7.85,8.1,687,12.8,55,
BASMAA_Historic_ICARE,206DRY800,2000,5/3/2000,1,,,BMI_CSBP_Trans,206DRY800_36649_BMI_CSBP_Transects1,1.188216,,,NA,,NA,,,,NA,NA,NA,,NA,10.1,NA,NA,16.6,NA,NA
BASMAA_Historic_ICARE,206DRY800,2001,4/20/2001,1,,,BMI_CSBP_Trans,206DRY800_37001_BMI_CSBP_Transects1,1.066088,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206DRY810,2006,5/29/2006,1,,,BMI_CSBP_Trans,206DRY810_38866_BMI_CSBP_Transects1,0.851724,,,NA,,NA,,,,NA,NA,NA,,NA,9.28,NA,NA,15.4,NA,NA
BASMAA_Historic_ICARE,206DRY860,2004,4/30/2004,1,,,BMI_CSBP_Trans,206DRY860_38107_BMI_CSBP_Transects1,1.065688,,,NA,,NA,,,,NA,NA,NA,,NA,9.68,NA,NA,17,NA,NA
EPA_NRSA_2014,206FC1339,2014,5/29/2014,1,206FC133941788,,BMI_RWB,206FC133941788BMI_RWB1,0.453156948306,38.55,26.6,NA,,206FC1339_5/29/2014_1,0.705808977,1.040697887,1.004646484,52,NA,40,,NA,NA,NA,NA,NA,NA,NA
EPA_NRSA_2009,206FCA155,2009,6/1/2009,1,206FCA15539965,,BMI_RWB,206FCA155_6/1/2009_BMI_RWB_EPA_NRSA_2009_R1,0.420324,5.3,5,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
EPA_NRSA_2013,206FCA155,2013,7/31/2013,1,206FCA15541486,1/0/1900,BMI_RWB,206FCA15541486BMI_RWB1,0.184885650327,16,4,NA,,206FCA155_7/31/2013_1,1.078498227,1.009627743,1.092082857,70,NA,70,,NA,NA,NA,NA,NA,NA,NA
EPA_NRSA_2019,206FCA155,2019,6/26/2019,1,,,BMI_RWB,206FCA155_23430_2019_BMI_RWB_1,0.251973796,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206FGN050,2000,4/28/2000,1,,,BMI_CSBP_Trans,206FGN050_36644_BMI_CSBP_Transects1,0.686443,,,NA,,NA,,,,NA,NA,NA,,NA,9.18,NA,NA,15.3,NA,NA
BASMAA_Historic_ICARE,206FGN200,2002,4/24/2002,1,,,BMI_CSBP_Trans,206FGN200_37370_BMI_CSBP_Transects1,0.78139,,,NA,,NA,,,,NA,NA,NA,,NA,8.69,NA,NA,13.5,NA,NA
BASMAA_Historic_ICARE,206FGN300,2003,4/28/2003,1,,,BMI_CSBP_Trans,206FGN300_37739_BMI_CSBP_Transects1,0.833977,,,NA,,NA,,,,NA,NA,NA,,NA,10.29,NA,NA,11.6,NA,NA
BASMAA_Historic_ICARE,206FIR050,2000,5/3/2000,1,,,BMI_CSBP_Trans,206FIR050_36649_BMI_CSBP_Transects1,1.031867,,,NA,,NA,,,,NA,NA,NA,,NA,9.44,NA,NA,15.3,NA,NA
BASMAA_Historic_SEC,206FRY500,2006,1/11/2006,1,,,BMI_RWB,206FRY500_38728_BMI_Reach-WideBenthos1,0.106318,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206GAR005,2001,4/19/2001,1,,,BMI_CSBP_Trans,206GAR005_37000_BMI_CSBP_Transects1,0.751685,,,NA,,NA,,,,NA,NA,NA,,NA,9.42,NA,NA,13.4,NA,NA
BASMAA_Historic_ICARE,206GAR100,2000,5/1/2000,1,,,BMI_CSBP_Trans,206GAR100_36647_BMI_CSBP_Transects1,0.872517,,,NA,,NA,,,,NA,NA,NA,,NA,8.9,NA,NA,17.9,NA,NA
RWB2_NapaRiv_BA_2021,206GAR100,2021,5/13/2021,1,,1/0/1900,BMI_RWB,206GAR100_2021_T_ABA_10329_BMI_RWB_1,0.318186036505335,,,206GAR100_5/13/2021_ICARE,1.21,206GAR100_5/13/2021_1,0.858765439604887,NA,NA,,,,,,5.57,6.8,182.5,16.4,61.5,
BASMAA_Historic_ICARE,206GAR300,2003,4/23/2003,1,,,BMI_CSBP_Trans,206GAR300_37734_BMI_CSBP_Transects1,0.493312,,,NA,,NA,,,,NA,NA,NA,,NA,9.88,NA,NA,13.1,NA,NA
BASMAA_Historic_SEC,206GRA150,2000,6/28/2000,1,,,BMI_CSBP_Trans,206GRA150_36705_BMI_CSBP_Transects1,1.082486,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206GRA150,2001,5/28/2001,1,,,BMI_CSBP_Trans,206GRA150_37039_BMI_CSBP_Transects1,0.899906,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206GRA150,2002,5/13/2002,1,,,BMI_CSBP_Trans,206GRA150_37389_BMI_CSBP_Transects1,1.034976,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206GRA150,2006,1/7/2006,1,,,BMI_RWB,206GRA150_38724_BMI_Reach-WideBenthos1,0.786262,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
IBIRCMSE,206GRA150,2009,3/20/2009,1,,,BMI_TRC,206SON200_3/20/2009_BMI_TRC_IBIRCMSE_R1,1.123231,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206HCC100,2000,4/30/2000,1,,,BMI_CSBP_Trans,206HCC100_36646_BMI_CSBP_Transects1,1.176386,,,NA,,NA,,,,NA,NA,NA,,NA,12.32,NA,NA,13.4,NA,NA
RWB2_NapaRiv_BA_2021,206HCC100,2021,5/19/2021,1,,1/0/1900,BMI_RWB,206HCC100_2021_T_ABA_2387_BMI_RWB_1,0.893098482642646,,,206HCC100_5/19/2021_ICARE,1.22,206HCC100_5/19/2021_1,0.645874380565606,NA,NA,,,,,,8.77,7.89,386.2,13,55.4,
BASMAA_Historic_ICARE,206HCC500,2004,4/29/2004,1,,,BMI_CSBP_Trans,206HCC500_38106_BMI_CSBP_Transects1,1.189898,,,NA,,NA,,,,NA,NA,NA,,NA,9.9,NA,NA,12.6,NA,NA
RWB2_Ref_NP_2012,206HCT020,2012,5/29/2012,1,206HCT02041058,1/0/1900,BMI_RWB,206HCT020_5/29/2012_BMI_RWB_RWB2_Ref_NP_2012_R1,1.120825,88.05,78.05,206HCT020_5/29/2012,1.09,206HCT020_29-May-12_1,1.03626718145874,0.851535470829237,1.00816785103912,78,66,33,,180,10.41,8.33,325,12.5,54.5,0.87
RWB2_TMDL_2011,206HMC030,2011,8/8/2011,1,206HMC03040763,,NA,NA,,,,206HMC030_8/8/2011_RWQCB2,0.77,206HMC030_8-Aug-11_1,0.677101575387794,NA,NA,44,NA,NA,,,7.94,7.61,261,16.6,62,2
RWB2_TMDL_2012,206HMC030,2012,8/16/2012,1,206HMC03041137,,NA,NA,,,,206HMC030_8/16/2012_RWQCB2,0.66,NA,,,,NA,NA,NA,,160,7.07,7.88,266,16.6,61.9,8.34
BASMAA_Historic_ICARE,206HOP550,2004,4/16/2004,1,,,BMI_CSBP_Trans,206HOP550_38093_BMI_CSBP_Transects1,0.401312,,,NA,,NA,,,,NA,NA,NA,,NA,9.45,NA,NA,11.9,NA,NA
BASMAA_Historic_ICARE,206HOP800,2002,4/15/2002,1,,,BMI_CSBP_Trans,206HOP800_37361_BMI_CSBP_Transects1,0.734241,,,NA,,NA,,,,NA,NA,NA,,NA,8.78,NA,NA,12.9,NA,NA
BASMAA_Historic_ICARE,206HUI400,2002,4/15/2002,1,,,BMI_CSBP_Trans,206HUI400_37361_BMI_CSBP_Transects1,0.699917,,,NA,,NA,,,,NA,NA,NA,,NA,7.8,NA,NA,13.5,NA,NA
BASMAA_Historic_ICARE,206HUI450,2000,5/1/2000,1,,,BMI_CSBP_Trans,206HUI450_36647_BMI_CSBP_Transects1,0.723469,,,NA,,NA,,,,NA,NA,NA,,NA,8.32,NA,NA,14.5,NA,NA
BASMAA_Historic_ICARE,206HUI450,2000,5/2/2000,1,,,BMI_CSBP_Trans,206HUI450_36648_BMI_CSBP_Transects1,0.790408,,,NA,,NA,,,,NA,NA,NA,,NA,10.1,NA,NA,18.1,NA,NA
RWB2_NapaRiv_BA_2021,206HUI500,2021,5/18/2021,1,,1/0/1900,BMI_RWB,206HUI500_2021_T_ABA_3285_BMI_RWB_1,0.466909264993815,,,206HUI500_5/18/2021_ICARE,1.05,206HUI500_5/18/2021_1,1.21298888592765,NA,NA,,,,,,2.68,6.93,196.3,13.1,55.6,
BASMAA_Historic_ICARE,206HUI600,2004,4/23/2004,1,,,BMI_CSBP_Trans,206HUI600_38100_BMI_CSBP_Transects1,0.715019,,,NA,,NA,,,,NA,NA,NA,,NA,10.02,NA,NA,12.1,NA,NA
BASMAA_Historic_ICARE,206JAM070,2003,4/17/2003,1,,,BMI_CSBP_Trans,206JAM070_37728_BMI_CSBP_Transects1,0.646912,,,NA,,NA,,,,NA,NA,NA,,NA,10.28,NA,NA,12.6,NA,NA
BASMAA_Historic_ICARE,206JAM900,2003,4/15/2003,1,,,BMI_CSBP_Trans,206JAM900_37726_BMI_CSBP_Transects1,0.495846,,,NA,,NA,,,,NA,NA,NA,,NA,9.63,NA,NA,14,NA,NA
BASMAA_Historic_ICARE,206JAM990,2004,4/15/2004,1,,,BMI_CSBP_Trans,206JAM990_38092_BMI_CSBP_Transects1,0.443851,,,NA,,NA,,,,NA,NA,NA,,NA,7.59,NA,NA,13.2,NA,NA
BASMAA_Historic_ICARE,206JER300,2002,4/16/2002,1,,,BMI_CSBP_Trans,206JER300_37362_BMI_CSBP_Transects1,0.51208,,,NA,,NA,,,,NA,NA,NA,,NA,9.84,NA,NA,10.6,NA,NA
BASMAA_Historic_ICARE,206JER300,2006,5/21/2006,1,,,BMI_CSBP_Trans,206JER300_38858_BMI_CSBP_Transects1,0.790944,,,NA,,NA,,,,NA,NA,NA,,NA,9.4,NA,NA,15.5,NA,NA
BASMAA_Historic_ICARE,206JER350,2001,4/21/2001,1,,,BMI_CSBP_Trans,206JER350_37002_BMI_CSBP_Transects1,0.750407,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206JER800,2004,4/29/2004,1,,,BMI_CSBP_Trans,206JER800_38106_BMI_CSBP_Transects1,0.901973,,,NA,,NA,,,,NA,NA,NA,,NA,9.04,NA,NA,13,NA,NA
CCBA_2016,206JOC111,2016,6/14/2016,1,206JOC11142535,,NA,NA,,,,NA,,NA,,,,,,,,,,8.32,211.7,14.8,58.6,
BASMAA_Historic_ICARE,206KRE275,2006,5/5/2006,1,,,BMI_CSBP_Trans,206KRE275_38842_BMI_CSBP_Transects1,0.569748,,,NA,,NA,,,,NA,NA,NA,,NA,8.75,NA,NA,16,NA,NA
BASMAA_Historic_ICARE,206KRE420,2002,5/2/2002,1,,,BMI_CSBP_Trans,206KRE420_37378_BMI_CSBP_Transects1,0.49551,,,NA,,NA,,,,NA,NA,NA,,NA,11.66,NA,NA,13.5,NA,NA
BASMAA_Historic_ICARE,206KRE700,2004,4/28/2004,1,,,BMI_CSBP_Trans,206KRE700_38105_BMI_CSBP_Transects1,0.851044,,,NA,,NA,,,,NA,NA,NA,,NA,6.25,NA,NA,15.8,NA,NA
BASMAA_Historic_ICARE,206LOR820,2000,4/27/2000,1,,,BMI_CSBP_Trans,206LOR820_36643_BMI_CSBP_Transects1,1.057585,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,13.4,NA,NA
BASMAA_Historic_ICARE,206MAR100,2002,4/16/2002,1,,,BMI_CSBP_Trans,206MAR100_37362_BMI_CSBP_Transects1,0.53635,,,NA,,NA,,,,NA,NA,NA,,NA,8.3,NA,NA,12.2,NA,NA
BASMAA_Historic_ICARE,206MAR200,2003,4/30/2003,1,,,BMI_CSBP_Trans,206MAR200_37741_BMI_CSBP_Transects1,0.690095,,,NA,,NA,,,,NA,NA,NA,,NA,7.94,NA,NA,16.9,NA,NA
BASMAA_Historic_ICARE,206MAR300,2006,5/21/2006,1,,,BMI_CSBP_Trans,206MAR300_38858_BMI_CSBP_Transects1,0.989305,,,NA,,NA,,,,NA,NA,NA,,NA,8.76,NA,NA,14.8,NA,NA
RWB2_NapaRiv_BA_2021,206MAR300,2021,5/25/2021,1,,1/0/1900,BMI_RWB,206MAR300_2021_T_ABA_13075_BMI_RWB_1,0.66653344322754,,,206MAR300_5/25/2021_ICARE,1.16,206MAR300_5/25/2021_1,1.18177889624719,NA,NA,,,,,,8.78,7.09,137.6,13.3,55.9,
BASMAA_Historic_ICARE,206MAR400,2001,4/25/2001,1,,,BMI_CSBP_Trans,206MAR400_37006_BMI_CSBP_Transects1,0.715434,,,NA,,NA,,,,NA,NA,NA,,NA,7.6,NA,NA,16,NA,NA
BASMAA_Historic_ICARE,206MAR600,2004,5/4/2004,1,,,BMI_CSBP_Trans,206MAR600_38111_BMI_CSBP_Transects1,0.940502,,,NA,,NA,,,,NA,NA,NA,,NA,7.74,NA,NA,16.3,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL020,2000,4/15/2000,1,,,BMI_CSBP_Trans,206MIL020_36631_BMI_CSBP_Transects1,0.412141,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206MIL020,2000,5/25/2000,1,,,BMI_CSBP_Trans,206MIL020_36671_BMI_CSBP_Transects1,1.21618,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL020,2001,4/15/2001,1,,,BMI_CSBP_Trans,206MIL020_36996_BMI_CSBP_Transects1,0.413598,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206MIL020,2001,4/24/2001,1,,,BMI_CSBP_Trans,206MIL020_37005_BMI_CSBP_Transects1,1.132305,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,14.9,NA,NA
RWB2_TMDL_2011,206MIL020,2011,8/23/2011,1,206MIL02040778,,NA,NA,,,,206MIL020_8/23/2011_RWQCB2,0.93,206MIL020_23-Aug-11_1,1.08922021315599,NA,NA,68,NA,NA,,,9.69,7.9,169,15.9,60.7,0.7
RWB2_TMDL_2012,206MIL020,2012,9/13/2012,1,206MIL02041165,,NA,NA,,,,206MIL020_9/13/2012_RWQCB2,0.92,NA,,,,NA,NA,NA,,140,9.96,8.15,176,14.6,58.4,1.22
RWB2_NapaRiv_BA_2021,206MIL020,2021,6/1/2021,1,,1/0/1900,BMI_RWB,206MIL020_2021_T_ABA_9248_BMI_RWB_1,0.890191277665571,,,206MIL020_6/1/2021_ICARE,1.2,206MIL020_6/1/2021_1,1.08783909847042,NA,NA,,,,,,9.35,7.86,179.4,16.3,61.3,
RWB2_NapaRiv_BA_2021,206MIL020,2021,6/1/2021,2,,1/0/1900,BMI_RWB,206MIL020_2021_T_ABA_5503_BMI_RWB_2,0.895108386140287,,,206MIL020_6/1/2021_ICARE,1.2,206MIL020_6/1/2021_2,1.15462276822182,NA,NA,,,,,,9.35,7.86,179.4,16.3,61.3,
BASMAA_Historic_ICARE,206MIL021,2002,4/18/2002,1,,,BMI_CSBP_Trans,206MIL021_37364_BMI_CSBP_Transects1,1.09898,,,NA,,NA,,,,NA,NA,NA,,NA,11,NA,NA,9.3,NA,NA
BASMAA_Historic_ICARE,206MIL025,2004,4/26/2004,1,,,BMI_CSBP_Trans,206MIL025_38103_BMI_CSBP_Transects1,1.145101,,,NA,,NA,,,,NA,NA,NA,,NA,9.79,NA,NA,15.2,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL040,2000,4/15/2000,1,,,BMI_CSBP_Trans,206MIL040_36631_BMI_CSBP_Transects1,0.467613,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL040,2001,4/15/2001,1,,,BMI_CSBP_Trans,206MIL040_36996_BMI_CSBP_Transects1,0.414141,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL040,2004,4/15/2004,1,,,BMI_CSBP_Trans,206MIL040_38092_BMI_CSBP_Transects1,0.570839,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL041,2009,5/4/2009,1,,,BMI_TRC,206MIL041_39937_BMI_TargetedRiffleComposite1,0.322989,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL050,2000,4/15/2000,1,,,BMI_CSBP_Trans,206MIL050_36631_BMI_CSBP_Transects1,0.602803,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL050,2001,4/15/2001,1,,,BMI_CSBP_Trans,206MIL050_36996_BMI_CSBP_Transects1,0.581095,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL060,2000,4/15/2000,1,,,BMI_CSBP_Trans,206MIL060_36631_BMI_CSBP_Transects1,0.891491,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL060,2001,4/15/2001,1,,,BMI_CSBP_Trans,206MIL060_36996_BMI_CSBP_Transects1,0.549133,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL060,2002,4/15/2002,1,,,BMI_CSBP_Trans,206MIL060_37361_BMI_CSBP_Transects1,0.718074,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL060,2004,4/15/2004,1,,,BMI_CSBP_Trans,206MIL060_38092_BMI_CSBP_Transects1,0.992558,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL080,2000,4/15/2000,1,,,BMI_CSBP_Trans,206MIL080_36631_BMI_CSBP_Transects1,0.808228,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL080,2001,4/15/2001,1,,,BMI_CSBP_Trans,206MIL080_36996_BMI_CSBP_Transects1,0.900282,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL080,2002,4/15/2002,1,,,BMI_CSBP_Trans,206MIL080_37361_BMI_CSBP_Transects1,0.495315,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL080,2004,4/15/2004,1,,,BMI_CSBP_Trans,206MIL080_38092_BMI_CSBP_Transects1,1.064153,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
IBIRCMSE,206MIL080,2009,3/20/2009,1,,,BMI_TRC,206MIL080_3/20/2009_BMI_TRC_IBIRCMSE_R1,0.994082,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_MCSTOPPP,206MIL090,2000,4/15/2000,1,,,BMI_CSBP_Trans,206MIL090_36631_BMI_CSBP_Transects1,0.876954,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206MLK025,2004,4/21/2004,1,,,BMI_CSBP_Trans,206MLK025_38098_BMI_CSBP_Transects1,0.663448,,,NA,,NA,,,,NA,NA,NA,,NA,7.68,NA,NA,13.7,NA,NA
BASMAA_Historic_ICARE,206MLK100,2000,4/26/2000,1,,,BMI_CSBP_Trans,206MLK100_36642_BMI_CSBP_Transects1,0.7233,,,NA,,NA,,,,NA,NA,NA,,NA,11,NA,NA,18,NA,NA
BASMAA_Historic_ICARE,206MLK150,2002,4/18/2002,1,,,BMI_CSBP_Trans,206MLK150_37364_BMI_CSBP_Transects1,0.486049,,,NA,,NA,,,,NA,NA,NA,,NA,10.52,NA,NA,11.8,NA,NA
BASMAA_Historic_ICARE,206MLK250,2001,4/17/2001,1,,,BMI_CSBP_Trans,206MLK250_36998_BMI_CSBP_Transects1,0.760606,,,NA,,NA,,,,NA,NA,NA,,NA,10.98,NA,NA,13.3,NA,NA
RWB2_NapaRiv_BA_2021,206MLK250,2021,5/26/2021,1,,1/0/1900,BMI_RWB,206MLK250_2021_T_ABA_14686_BMI_RWB_1,0.606493268484384,,,206MLK250_5/26/2021_ICARE,1.21,206MLK250_5/26/2021_1,0.958797746409009,NA,NA,,,,,,7.58,7.82,209.1,15,59,
BASMAA_Historic_ICARE,206MLK700,2002,4/20/2002,1,,,BMI_CSBP_Trans,206MLK700_37366_BMI_CSBP_Transects1,0.969978,,,NA,,NA,,,,NA,NA,NA,,NA,12.3,NA,NA,11.6,NA,NA
RWB2_NapaRiv_BA_2021,206MLK700,2021,5/27/2021,1,,1/0/1900,BMI_RWB,206MLK700_2021_T_ABA_18659_BMI_RWB_1,0.931906354623496,,,206MLK700_5/27/2021_ICARE,1.15,206MLK700_5/27/2021_1,1.06473968838372,NA,NA,,,,,,8.06,7.9,139.2,13.7,56.7,
BASMAA_Historic_ICARE,206MLK800,2002,4/21/2002,1,,,BMI_CSBP_Trans,206MLK800_37367_BMI_CSBP_Transects1,0.797574,,,NA,,NA,,,,NA,NA,NA,,NA,9.95,NA,NA,13.6,NA,NA
BASMAA_Historic_ICARE,206MLK900,2002,4/22/2002,1,,,BMI_CSBP_Trans,206MLK900_37368_BMI_CSBP_Transects1,0.573056,,,NA,,NA,,,,NA,NA,NA,,NA,10.32,NA,NA,18.8,NA,NA
BASMAA_Historic_ICARE,206MLK950,2006,5/4/2006,1,,,BMI_CSBP_Trans,206MLK950_38841_BMI_CSBP_Transects1,0.395706,,,NA,,NA,,,,NA,NA,NA,,NA,7,NA,NA,17.6,NA,NA
BASMAA_Historic_SEC,206MLL010,2006,1/12/2006,1,,,BMI_RWB,206MLL010_38729_BMI_Reach-WideBenthos1,0.893026,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206MON400,2002,4/22/2002,1,,,BMI_CSBP_Trans,206MON400_37368_BMI_CSBP_Transects1,0.618032,,,NA,,NA,,,,NA,NA,NA,,NA,9.8,NA,NA,10.9,NA,NA
BASMAA_Historic_ICARE,206MOR050,2006,5/12/2006,1,,,BMI_CSBP_Trans,206MOR050_38849_BMI_CSBP_Transects1,0.953232,,,NA,,NA,,,,NA,NA,NA,,NA,7.5,NA,NA,18.5,NA,NA
RWB2_RefStreams_2016,206MOR200,2016,5/23/2016,1,206MOR20042513,,BMI_RWB,206MOR20042513BMI_RWB1,0.907395,66,59.875,206MOR200_5/23/2016_DFW-ABL,1.03,206MOR200_23-May-16_1,0.934606164118592,1.02902772202086,0.959380780035041,38,49,58,,275,9.6,8.2,,14.5,58.1,0.11
BASMAA_Historic_ICARE,206MOR400,2001,4/24/2001,1,,,BMI_CSBP_Trans,206MOR400_37005_BMI_CSBP_Transects1,1.020448,,,NA,,NA,,,,NA,NA,NA,,NA,10.85,NA,NA,17.4,NA,NA
RWB2_NapaRiv_BA_2021,206MOR400,2021,5/27/2021,1,,1/0/1900,BMI_RWB,206MOR400_2021_T_ABA_10630_BMI_RWB_1,0.70983768534283,,,206MOR400_5/27/2021_ICARE,1.18,206MOR400_5/27/2021_1,0.748725433401481,NA,NA,,,,,,7.65,7.92,354.2,12,53.6,
BASMAA_Historic_ICARE,206MOR450,2000,5/3/2000,1,,,BMI_CSBP_Trans,206MOR450_36649_BMI_CSBP_Transects1,1.088276,,,NA,,NA,,,,NA,NA,NA,,NA,9.9,NA,NA,16.2,NA,NA
BASMAA_Historic_ICARE,206MOR450,2002,4/23/2002,1,,,BMI_CSBP_Trans,206MOR450_37369_BMI_CSBP_Transects1,1.02301,,,NA,,NA,,,,NA,NA,NA,,NA,9.63,NA,NA,12.1,NA,NA
BASMAA_Historic_ICARE,206MUR200,2000,4/29/2000,1,,,BMI_CSBP_Trans,206MUR200_36645_BMI_CSBP_Transects1,0.964685,,,NA,,NA,,,,NA,NA,NA,,NA,7.63,NA,NA,13.5,NA,NA
BASMAA_Historic_ICARE,206MUR650,2001,4/17/2001,1,,,BMI_CSBP_Trans,206MUR650_36998_BMI_CSBP_Transects1,0.53352,,,NA,,NA,,,,NA,NA,NA,,NA,7.71,NA,NA,23.4,NA,NA
BASMAA_Historic_ICARE,206MUR800,2006,5/25/2006,1,,,BMI_CSBP_Trans,206MUR800_38862_BMI_CSBP_Transects1,0.972268,,,NA,,NA,,,,NA,NA,NA,,NA,8.71,NA,NA,15.3,NA,NA
RWB2_NapaRiv_BA_2021,206MUR800,2021,5/19/2021,1,,1/0/1900,BMI_RWB,206MUR800_2021_T_ABA_2228_BMI_RWB_1,0.712549585129462,,,206MUR800_5/19/2021_ICARE,0.89,206MUR800_5/19/2021_1,1.0598789614696,NA,NA,,,,,,11.5,7.71,144.4,13.4,56.1,
RWB2_NapaRiv_BA_2021,206NAC100,2021,6/11/2021,1,,1/0/1900,BMI_RWB,206NAC100_2021_T_ABA_5966_BMI_RWB_1,0.480093319157399,,,206NAC100_6/11/2021_ICARE,1.21,206NAC100_6/11/2021_1,0.827428436446983,NA,NA,,,,,,7.37,7.85,428.9,14.7,58.5,
BASMAA_Historic_ICARE,206NAC500,2006,5/21/2006,1,,,BMI_CSBP_Trans,206NAC500_38858_BMI_CSBP_Transects1,0.764957,,,NA,,NA,,,,NA,NA,NA,,NA,9.42,NA,NA,16.6,NA,NA
BASMAA_Historic_ICARE,206NAP034,2004,5/14/2004,1,,,BMI_CSBP_Trans,206NAP034_38121_BMI_CSBP_Transects1,0.785694,,,NA,,NA,,,,NA,NA,NA,,NA,7.85,NA,NA,17.9,NA,NA
RWB2_NapaRiv_BA_2021,206NAP036,2021,5/21/2021,1,,1/0/1900,BMI_RWB,206NAP036_2021_T_ABA_2188_BMI_RWB_1,0.345881603089163,,,206NAP036_5/21/2021_ICARE,0.96,206NAP036_5/21/2021_1,0.589746511085796,NA,NA,,,,,,3.55,7.31,896,16.2,61.2,
BASMAA_Historic_ICARE,206NAP090,2003,7/3/2003,1,,,BMI_CSBP_Trans,206NAP090_37805_BMI_CSBP_Transects1,0.722251,,,NA,,NA,,,,NA,NA,NA,,NA,7.82,NA,NA,19.4,NA,NA
BASMAA_Historic_ICARE,206NAP090,2006,5/28/2006,1,,,BMI_CSBP_Trans,206NAP090_38865_BMI_CSBP_Transects1,0.778319,,,NA,,NA,,,,NA,NA,NA,,NA,13.9,NA,NA,17.5,NA,NA
