StationCode,StationName,Old_StaCode,Other_StaCode,Creek,Watershed,Sitedescri,SiteStatus_Final,FlowStatus_Final,GIS_Fails,SiteStatus_Rationale,FlowStatus_Rationale,SiteStatus_2017,FlowStatus_2014,SiteStatus_2013,FlowStatus_2013,BPJ_Nonref,TargetLatitude,TargetLongitude,Datum,Old_Lat,Old_Long,New_Lat,New_Long,hasWS
205R02408,Church at Portola Road,205R02408,,Bull Run Creek,San Francisquito Creek,NA,Non-reference,NP,8,,RMC,,,,,FALSE,37.38476262,-122.2346162,NAD83,37.38476,-122.23462,37.38476,-122.23462,FALSE
205R02422,Below Santa Theresa Cr confluence,205R02422,,Arroyo Calero,Guadalupe River,NA,Non-reference,P,12,,RMC,,,,,FALSE,37.21054421,-121.8269152,NAD83,37.21054,-121.82692,37.21054,-121.82692,TRUE
205R02458,Leland HS at Camden,205R02458,,Alamitos Creek,Guadalupe River,NA,Non-reference,P,15,,RMC,,,,,FALSE,37.21897386,-121.8430293,NAD83,37.21897,-121.84303,37.21897,-121.84303,TRUE
205R02474,Wildwood Park in Saratoga,205R02474,,San Tomas Aquino Creek,San Tomas Aquino Creek,NA,Non-reference,P,11,,RMC,,,,,FALSE,37.25825597,-122.0344495,NAD83,37.25826,-122.03445,37.25826,-122.03445,TRUE
205R02478,Laguna Creek approx 200 m below S. Grimmer Blvd.,205R02478,,Laguna Creek,Laguna Creek,,Non-reference,P,17,,RMC,,,,,FALSE,37.50176,-121.95383,NAD83,37.50176,-121.95383,37.50176,-121.95383,TRUE
205R02538,Downstream Padero Court,205R02538,,Calabazas Creek,Calabazas Creek,NA,Non-reference,NP,12,,RMC,,,,,FALSE,37.27388158,-122.0429343,NAD83,37.27388,-122.04293,37.27388,-122.04293,TRUE
205R02547,Monte Bello MPOSD,205R02547,,Stevens Creek,Stevens Creek,NA,Non-reference,P,2,,"RMC=SP, near site known=P",,,,,FALSE,37.31273339,-122.1634731,NAD83,37.31273,-122.16347,37.31273,-122.16347,TRUE
205R02563,Between Park St and San Fernando St,205R02563,,Los Gatos Creek,Guadalupe River,NA,Non-reference,NP,11,,RMC,,,,,FALSE,37.32825,-121.89912,NAD83,37.32825,-121.89912,37.32825,-121.89912,FALSE
205R02583,Zone 5 Line D upstream of Cherry St,205R02583,,Zone 5 Line D,NA,,Non-reference,P,12,,map view,,,,,FALSE,37.51969,-122.00034,NAD83,37.51969,-122.00034,37.51969,-122.00034,FALSE
205R02602,Wood Acres Road,205R02602,,San Tomas Aquino Creek,San Tomas Aquino Creek,NA,Non-reference,NP,6,,RMC,,,,,FALSE,37.23409314,-122.0064647,NAD83,37.23409,-122.00646,37.23409,-122.00646,FALSE
205R02618,Tributary to Lexington,205R02618,,Guadalupe River,Los Gatos Creek,NA,Non-reference,P,4,,,,,,,FALSE,37.17647387,-121.9933852,NAD83,37.17647,-121.99339,37.17647,-121.99339,TRUE
205R02650,Camden and Brett Harte Dr,205R02650,,Alamitos Creek,Guadalupe River,NA,Non-reference,P,15,,,,,,,FALSE,37.22059,-121.84528,NAD83,37.22059,-121.84528,37.22059,-121.84528,TRUE
205R02659,Holt,205R02659,,Stevens Creek,Stevens Creek,NA,Non-reference,P,13,,near site already known,,,,,FALSE,37.34703,-122.0639,NAD83,37.34703,-122.0639,37.34703,-122.0639,TRUE
205R02670,Zone 6 Line L approx 250 m upstream of Valdez Pl.,205R02670,,Mission Creek,Laguna Creek,,Non-reference,NP,15,,"RMC=SP, mapview=NP",,,,,FALSE,37.54974,-121.95017,NAD83,37.54974,-121.95017,37.54974,-121.95017,TRUE
205R02693,Packwood Cr 300 m u/s of Reservoir,205R02693,,Packwood Creek,Coyote Creek,,Non-reference,P,0,some ag US and altered riparian,RMC,,,,,FALSE,37.17479283,-121.6166945,NAD83,37.174793,-121.616695,37.174793,-121.616695,FALSE
205R02728,Whisky Hill Road behind house.,205R02728,,Dry Creek,San Franciscquito Creek,NA,Non-reference,P,12,,RMC,,,,,FALSE,37.42649932,-122.2509378,NAD83,37.4265,-122.25094,37.4265,-122.25094,TRUE
205R02730,Upstream Cox,205R02730,,Saratoga Creek,Saratoga Creek,NA,Non-reference,NP,14,,RMC,,,,,FALSE,37.28026,-122.00807,NAD83,37.28026,-122.00807,37.28026,-122.00807,FALSE
205R02755,Ranch on Sweigart Rd,205R02755,,Berryessa Creek,Lower Penitencia Cr,,Non-reference,P,0,altered riparian and rural residential US,RMC,,,,,FALSE,37.42093107,-121.8401461,NAD83,37.420931,-121.840146,37.420931,-121.840146,FALSE
205R02762,Below Blossom Hill,205R02762,,Ross Creek,Guadalupe River,NA,Non-reference,P,14,,RMC,,,,,FALSE,37.23582,-121.95153,NAD83,37.23582,-121.95153,37.23582,-121.95153,TRUE
205R02771,Close to Bambi and Jackson,205R02771,,Thompson Creek,Coyote Creek,NA,Non-reference,P,15,,RMC,,,,,FALSE,37.35264,-121.83397,NAD83,37.35264,-121.83397,37.35264,-121.83397,TRUE
205R02782,Morrison Creek 350 m upstream of Canyon Heights Dr,205R02782,,Morrison Creek,Morrison Creek,,Non-reference,NP,3,,"RMC=SP, USGS=NP",,,,,FALSE,37.56974297,-121.9544337,NAD83,37.57018,-121.95373,37.57018,-121.95373,FALSE
205R02787,Matadero Creek at Ross Rd,205R02787,,Matadero Creek,Matadero Creek,,Non-reference,P,17,,RMC,,,,,FALSE,37.43220416,-122.124836,NAD83,37.432204,-122.124836,37.432204,-122.124836,FALSE
205R02835,Alum Rock Park below Quail Hollow Br,205R02835,,Upper Penitencia,Coyote Creek,NA,Non-reference,P,2,,RMC,,,,,FALSE,37.3963102,-121.8042937,NAD83,37.39631,-121.80429,37.39631,-121.80429,TRUE
205R02862,Toroges Creek upstream of Fortner St.,205R02862,,Toroges Creek,Toroges Creek,,Non-reference,NP,9,,"RMC=SP, mapview=NP",,,,,FALSE,37.48020565,-121.9234764,NAD83,37.48029,-121.92377,37.48029,-121.92377,FALSE
205R02915,Stevens Creek at N boundary of Stevens County Park,205R02915,,Stevens Creek,Stevens Creek,,Non-reference,P,9,,,,,,,FALSE,37.30693089,-122.0692493,NAD83,37.306931,-122.069249,37.306931,-122.069249,FALSE
205R02920,Whisky Hill Road; end of road,205R02920,,Bear Gulch Creek,San Franciscquito Creek,NA,Non-reference,P,9,,RMC,,,,,FALSE,37.42295255,-122.2506863,NAD83,37.42295,-122.25069,37.42295,-122.25069,TRUE
205R02947,Lower Penitencia Creek between Calavera and Serra,205R02947,,Lower Penitencia,Lower Penitencia Cr,,Non-reference,P,12,,,,,,,FALSE,37.42917704,-121.90895,NAD83,37.429177,-121.90895,37.429177,-121.90895,FALSE
205R03011,Berryessa at Parkheaven,205R03011,,Berryessa Creek,Lower Penitencia Cr,,Non-reference,NP,9,,,,,,,FALSE,37.41122987,-121.8585666,NAD83,37.41123,-121.858567,37.41123,-121.858567,FALSE
205R03032,End of Greer Road,205R03032,,West Union Creek,San Franciscquito Creek,NA,Non-reference,NP,4,,RMC,,,,,FALSE,37.43738355,-122.2844578,NAD83,37.43738,-122.28446,37.43738,-122.28446,FALSE
205R03091,Arroyo Aguague below waterfall,205R03091,,Arroyo Aguague,Coyote Creek,,Reference,NP,0,,near site already known,,,,,FALSE,37.39924786,-121.785626,NAD83,37.399248,-121.785626,37.399248,-121.785626,FALSE
205R03098,Guadalupe Creek at Almaden Exp,205R03098,,Guadalupe Creek,Guadalupe River,,Non-reference,P,15,,,,,,,FALSE,37.24365813,-121.8740655,NAD83,37.243658,-121.874066,37.243658,-121.874066,FALSE
205R03235,Stevens Creek at Barramen Dr,205R03235,,Stevens Creek,Stevens Creek,,Non-reference,P,13,,,,,,,FALSE,37.33466753,-122.0643271,NAD83,37.334668,-122.064327,37.334668,-122.064327,FALSE
205R03306,Saratoga Creek upstream via Real,205R03306,,Saratoga Creek,San Tomas Aquino,,Non-reference,NP,14,,,,,,,FALSE,37.27738724,-122.0117188,NAD83,37.277387,-122.011719,37.277387,-122.011719,FALSE
205R03331,Los Gatos Creek Downstream Leigh Av,205R03331,,Los Gatos Creek,Guadalupe River,,Non-reference,P,11,,RMC,,,,,FALSE,37.30089088,-121.9196976,NAD83,37.300891,-121.919698,37.300891,-121.919698,FALSE
205R03354,Guadalupe Creek at Pheasant and Hicks,205R03354,,Guadalupe Creek,Guadalupe River,,Non-reference,P,7,,RMC,,,,,FALSE,37.21236801,-121.9085959,NAD83,37.212368,-121.908596,37.212368,-121.908596,FALSE
205R03386,Aldercroft Creek above HWY 17,205R03386,,Aldercroft Creek,Guadalupe River,,Non-reference,P,3,,RMC,,,,,FALSE,37.17676204,-121.9958765,NAD83,37.176762,-121.995876,37.176762,-121.995876,FALSE
205R03418,Alamitos Creek at Pfieffer Ranch,205R03418,,Alamitos Creek,Guadalupe River,,Non-reference,P,15,,RMC,,,,,FALSE,37.22855032,-121.8617624,NAD83,37.22855,-121.861762,37.22855,-121.861762,FALSE
205R03438,Zone 6 Line G approx 150m N of Blascow Rd,205R03438,,Zone 6 Line G,Laguna Creek,NA,Non-reference,NP,13,,"RMC=SP, mapview=NP",,,,,FALSE,37.52591,-121.96962,NAD83,37.52591,-121.96962,37.52591,-121.96962,TRUE
205R03443,Calabazas Creek at HWY 101,205R03443,,Calabazas Creek,Coyote Creek,,Non-reference,P,11,,,,,,,FALSE,37.38863864,-121.9868423,NAD83,37.388639,-121.986842,37.388639,-121.986842,FALSE
205R03498,Saratoga Creek upstream 4th Street,,,Saratoga Creek,,,Non-reference,P,9,,,,,,,FALSE,37.2572,-122.03666,NAD83,,,37.2572,-122.03666,FALSE
205R03502,Zone 6 Line H downstream of Old Warm Springs Blvd.,,,,,,Non-reference,P,14,,map view,,,,,FALSE,37.50732,-121.94757,NAD83,,,37.50732,-121.94757,FALSE
205R03523,Upper Penitencia Creek at Nobel Ave,205R03523,,Upper Penitencia Creek,Coyote Creek,,Non-reference,NP,11,,RMC,,,,,FALSE,37.39338934,-121.8323697,NAD83,37.393389,-121.83237,37.393389,-121.83237,FALSE
205R03530,Los Gatos Creek at Lark Ave,205R03530,,Los Gatos Creek,Guadalupe River,,Non-reference,P,15,,RMC,,,,,FALSE,37.25194006,-121.963874,NAD83,37.25194,-121.963874,37.25194,-121.963874,FALSE
205R03562,Saratoga Creek at Highway 9 and Tollgate Rd,,,Saratoga Creek,,,Non-reference,P,8,,RMC,,,,,FALSE,37.25228,-122.04514,NAD83,,,37.25228,-122.04514,FALSE
205R03591,Los Trancos Creek at Carmel Way,,,Los Trancos Creek,,,Non-reference,NP,5,,RMC,,,,,FALSE,37.3506462,-122.1957664,NAD83,,,37.3506462,-122.1957664,FALSE
205R03619,Saratoga Creek at Murdoch Park,,,Saratoga Creek,,,Non-reference,NP,13,,RMC,,,,,FALSE,37.30407709,-121.9963227,NAD83,,,37.30407709,-121.9963227,FALSE
205R03624,Bear Creek downstream Woodside Rd,,,Bear Creek,,,Non-reference,P,4,,RMC,,,,,FALSE,37.41856045,-122.2659398,NAD83,,,37.41856045,-122.2659398,FALSE
205R03683,Permanente Creek at Rancho San Antonio OSP,,,Permanente Creek,,,Non-reference,P,12,,RMC,,,,,FALSE,37.34024187,-122.0920889,NAD83,,,37.34024187,-122.0920889,FALSE
205R03694,Mission Creek SE of Driscoll Rd,205R03694,,Mission Creek,Laguna Creek,NA,Non-reference,NP,14,,"RMC=SP, mapview=NP",,,,,FALSE,37.54542,-121.94341,NAD83,37.54542,-121.94341,37.54542,-121.94341,TRUE
205R03699,Hale Creek at Rixford Lane,,,Hale Creek,,,Non-reference,P,15,,RMC,,,,,FALSE,37.36382955,-122.0985728,NAD83,,,37.36382955,-122.0985728,FALSE
205R03738,Upper Silver Creek at Silver Creek Valley Rd and Bellaire Hills Dr,,,Upper Silver Creek,,,Non-reference,P,16,,RMC,,,,,FALSE,37.28633449,-121.7777992,NAD83,,,37.28633449,-121.7777992,FALSE
205R03754,San Tomas Aquino Creek at Quito Road,,,San Tomas Aquino Creek,,,Non-reference,NP,13,,"RMC=P, mapview=NP",,,,,FALSE,37.25724857,-121.9925314,NAD83,,,37.25724857,-121.9925314,FALSE
205R03795,Lower Silver Creek at Plato Arroyo Park,,,Lower Silver Creek,,,Non-reference,P,14,,RMC,,,,,FALSE,37.35765975,-121.8562228,NAD83,,,37.35765975,-121.8562228,FALSE
205R03825,Thompson Creek at the end of Flowering Meadow Ln,,,Thompson Creek,,,Non-reference,NP,12,,"RMC=P, mapview and gauge = NP",,,,,FALSE,37.28116036,-121.7557878,NAD83,,,37.28116036,-121.7557878,FALSE
205R03843,San Tomas Aquino Creek upstream Highway 101,,,San Tomas Aquino Creek,,,Non-reference,P,14,,RMC,,,,,FALSE,37.38191115,-121.9683634,NAD83,,,37.38191115,-121.9683634,FALSE
205R03847,Los Trancos Creek at Alpine Rd,,,Los Trancos Creek,,,Non-reference,P,12,,RMC,,,,,FALSE,37.37884754,-122.1957684,NAD83,,,37.37884754,-122.1957684,FALSE
205R03864,Hamms Gulch at Windy Pass Open Space Preserve,,,Hamms Gulch,,,Non-reference,P,3,,RMC,,,,,FALSE,37.36431475,-122.2278591,NAD83,,,37.36431475,-122.2278591,FALSE
205R03875,Calabazas Creek at South End of Creekside Park,,,Calabazas Creek,,,Non-reference,NP,12,,RMC,,,,,FALSE,37.31514052,-122.0162787,NAD83,,,37.31514052,-122.0162787,FALSE
205R03886,Zone 6 Line C east of I-880,205R03886,,Zone 6 Line C,Agua Fria Creek,NA,Non-reference,NP,11,,"RMC=SP, mapview=NP",,,,,FALSE,37.477,-121.93273,NAD83,37.477,-121.93273,37.477,-121.93273,TRUE
205R03907,Lower Penitencia Creek downstream Marilynn Dr,,,Lower Penitencia Creek,,,Non-reference,P,11,,RMC,,,,,FALSE,37.43603889,-121.9140977,NAD83,,,37.43603889,-121.9140977,FALSE
205R04056,Dry Creek u/s Olive Hill Rd,,,Dry Creek,,,Non-reference,P,12,,RMC,,,,,FALSE,37.43904,-122.26537,NAD83,,,37.43904,-122.26537,FALSE
205R04190,Guadalupe Creek at Sentinel St,,,Guadalupe Creek,,,Non-reference,P,14,,RMC,,,,,FALSE,37.2342186,-121.8928865,NAD83,,,37.2342186,-121.8928865,FALSE
205R04217,Upper Penitencia u/s Cherry Flat Reservoir,,,Upper Penitencia Creek,,,Reference,NP,0,,RMC,,,,,FALSE,37.40035656,-121.7491119,NAD83,,,37.40035656,-121.7491119,FALSE
205R04247,Stevens Creek at Creston Dr,,,Stevens Creek,,,Non-reference,P,13,,RMC,,,,,FALSE,37.32635434,-122.0601865,NAD83,,,37.32635434,-122.0601865,FALSE
205R04266,Calabazas Creek downstream Prospect Rd,,,Calabazas Creek,,,Non-reference,NP,14,,RMC,,,,,FALSE,37.29502702,-122.0303337,NAD83,,,37.29502702,-122.0303337,FALSE
205R04271,Stevens Creek d/s conf. Bay Creek,,,Stevens Creek,,,Non-reference,P,3,,RMC,,,,,FALSE,37.30551,-122.15517,NAD83,,,37.30551,-122.15517,FALSE
205R04317,Coyote Creek at Cochrane Rd below dam,,,Coyote Creek,,,Non-reference,P,7,,RMC,,,,,FALSE,37.16628,-121.63747,NAD83,,,37.16628,-121.63747,FALSE
205R04359,Adobe Creek between Meadow Dr and Louis Rd,,,Adobe Creek,,,Non-reference,P,13,,RMC,,,,,FALSE,37.42669,-122.10509,NAD83,,,37.42669,-122.10509,FALSE
205R04378,Los Gatos Creek below Lexington Reservoir at Novitiate Park,,,Los Gatos Creek,,,Non-reference,P,9,,RMC,,,,,FALSE,37.21733,-121.9867,NAD83,,,37.21733,-121.9867,FALSE
205R04383,San Francisquito Creek d/s Middlefield Rd,,,San Francisquito Creek,,,Non-reference,NP,15,,RMC,,,,,FALSE,37.45383,-122.1617,NAD83,,,37.45383,-122.1617,FALSE
205R04395,Arroyo de los Coches above Calaveras Rd in Ed Levin Co. Park,,,Arroyo de los Coches,,,Non-reference,P,4,,RMC,,,,,FALSE,37.44464,-121.85645,NAD83,,,37.44464,-121.85645,FALSE
205R04418,Thompson Creek u/s San Felipe Rd at The Villages Pkwy,,,Thompson Creek,,,Non-reference,NP,12,,"RMC=P, gauge = NP",,,,,FALSE,37.29217,-121.76741,NAD83,,,37.29217,-121.76741,FALSE
205R04479,Saratoga Creek u/s Warburton Ave,,,Saratoga Creek,,,Non-reference,P,11,,RMC,,,,,FALSE,37.35436,-121.97327,NAD83,,,37.35436,-121.97327,FALSE
205R04514,Zone 6 Line G approx 550 m upstream of Automall Pkwy,,,,,,Non-reference,P,15,,RMC,,,,,FALSE,37.5098,-121.96988,NAD83,,,37.5098,-121.96988,FALSE
205R04523,Lower Penitencia Creek between Main and Abel,,,,,,Non-reference,P,12,,RMC,,,,,FALSE,37.41284,-121.90273,NAD83,,,37.41284,-121.90273,FALSE
205R04530,Upper Silver Creek u/s Chisin St at Yerba Buena,,,Upper Silver Creek,,,Non-reference,P,14,,RMC,,,,,FALSE,37.29639,-121.79295,NAD83,,,37.29639,-121.79295,FALSE
205R04537,Thompson Creek at San Felipe d/s Silver Creek Rd,,,Thompson Creek,,,Non-reference,NP,8,,RMC,,,,,FALSE,37.27378,-121.74535,NAD83,,,37.27378,-121.74535,FALSE
205R04591,San Thomas Aquino Creek between Agnew Rd and Mission College,,,San Tomas Aquino Creek,,,Non-reference,P,14,,RMC,,,,,FALSE,37.39086,-121.96797,NAD83,,,37.39086,-121.96797,FALSE
205R04602,Wildcat Creek u/s Redwood Middle School,,,Wildcat Creek,,,Non-reference,NP,13,,RMC,,,,,FALSE,37.26359,-122.01925,NAD83,,,37.26359,-122.01925,FALSE
205R04614,San Thomas Aquino Creek at Westmont HS near Silaci Dr,,,San Tomas Aquino Creek,,,Non-reference,NP,15,,"RMC=P, mapview=NP",,,,,FALSE,37.27327,-121.98247,NAD83,,,37.27327,-121.98247,FALSE
205R04638,Guadalupe Creek d/s Camden Ave,,,Guadalupe Creek,,,Non-reference,P,10,,RMC,,,,,FALSE,37.22823,-121.90335,NAD83,,,37.22823,-121.90335,FALSE
205R04670,Saratoga Creek at Highway 9 Congress Springs Ln,,,Saratoga Creek,,,Non-reference,P,5,,RMC,,,,,FALSE,37.25116,-122.05508,NAD83,,,37.25116,-122.05508,FALSE
205R04866,Canoas Creek at Tillamook,,,,,,Non-reference,P,13,,near site already known,,,,,FALSE,37.2331,-121.83513,NAD83,,,37.2331,-121.83513,FALSE
205R04911,Plummer Creek approx 80m upstream of Birch St,,,Plummer Creek,,,Non-reference,P,11,,RMC,,,,,FALSE,37.53533,-122.02312,NAD83,,,37.53533,-122.02312,FALSE
205R04958,Laguna Creek approx 150m below confluence with Zone 6 Line J,,,Laguna Creek,,,Non-reference,P,17,,RMC,,,,,FALSE,37.50894,-121.95059,NAD83,,,37.50894,-121.95059,FALSE
205R04967,Upper Penitencia Creek at Alum Rock Park,,,,,,Non-reference,P,7,,gauge,,,,,FALSE,37.39712,-121.8246,NAD83,,,37.39712,-121.8246,FALSE
205R05044,Dry Creek at Mountain Home Rd,,,Dry Creek,,,Non-reference,P,12,,RMC,,,,,FALSE,37.42827,-122.2518,NAD83,,,37.42827,-122.2518,FALSE
205R05142,Thompson Creek at San Felipe Rd,,,,,,Non-reference,NP,12,,near site already known,,,,,FALSE,37.28935,-121.7654,NAD83,,,37.28935,-121.7654,FALSE
205R05155,Berryessa Creek between Cropley and Piedmont,,,,,,Non-reference,NP,6,,map view,,,,,FALSE,37.41664,-121.85527,NAD83,,,37.41664,-121.85527,FALSE
205R05183,Upper Penitencia Creek below Alum Rock Falls,,,,,,Non-reference,P,3,,near site already known,,,,,FALSE,37.40445,-121.78817,NAD83,,,37.40445,-121.78817,FALSE
205R05198,Canoas Creek at Hyde Park Dr,,,,,,Non-reference,NP,12,,map view,,,,,FALSE,37.2626,-121.84859,NAD83,,,37.2626,-121.84859,FALSE
205R05327,Hale Creek at Magdalena,,,,,,Non-reference,P,15,,gauge,,,,,FALSE,37.35947,-122.09912,NAD83,,,37.35947,-122.09912,FALSE
205R05587,Stevens Creek at Stevens Creek County Park Visitor's Center,,,,,,Non-reference,P,7,,near site already known,,,,,FALSE,37.30536,-122.07425,NAD83,,,37.30536,-122.07425,FALSE
205R05650,Alamitos Creek at Harry Rd,,,,,,Non-reference,P,12,,gauge,,,,,FALSE,37.20176,-121.82907,NAD83,,,37.20176,-121.82907,FALSE
205SAB100,Sabercat Creek approx 100m upstream of I-680,,,Sabercat Creek,,,Non-reference,NP,16,,near site already known,,,,,FALSE,37.52782,-121.94428,NAD83,,,37.52782,-121.94428,FALSE
205SAR040,Saratoga Cr u/s of Bollinger Rd Bridge,205SAR040,,Saratoga Creek,Saratoga Creek,Saratoga Cr u/s of Bollinger Rd Bridge,Non-reference,NP,4,,map view,Stressed,P,Stressed,P,FALSE,37.3083,-121.996589,NAD83,37.3083,-121.996589,37.3083,-121.996589,TRUE
205SAR050,Saratoga Cr d/s Prospect Rd Bridge,205SAR050,,Saratoga Creek,Saratoga Creek,Saratoga Cr d/s Prospect Rd Bridge,Non-reference,NP,5,,near site already known,Stressed,P,Stressed,P,FALSE,37.293897,-122.00276,NAD83,37.293897,-122.00276,37.293897,-122.00276,TRUE
205SAR057,Saratoga above Congress Springs Park,205SAR057,,Saratoga Creek,Saratoga Creek,NA,Non-reference,NP,6,,near site already known,Stressed,P,Stressed,P,FALSE,37.27739,-122.01181,WGS84,37.277693,-122.011507,37.277693,-122.011507,TRUE
205SAR060,Saratoga behind Lutheran school - Saratoga Ave and Braemar,205SAR060,,Saratoga Creek,Saratoga Creek,NA,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.27219,-122.01633,WGS84,37.272205,-122.016328,37.272205,-122.016328,TRUE
205SAR070,Saratoga inside SCVWD gate - below Walnut Ave,205SAR070,,Saratoga Creek,Saratoga Creek,Saratoga inside SCVWD gate - below Walnut Ave,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.2621,-122.02845,WGS84,37.2621,-122.02845,37.2621,-122.02845,TRUE
205SAR080,Saratoga near Hakone Gardens,205SAR080,,Saratoga Creek,Saratoga Creek,NA,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.25318,-122.0425,WGS84,37.254145,-122.042102,37.254145,-122.042102,TRUE
205SAR090,Saratoga Cr u/s of Hwy 9 Bridge Crossing closest to Pierce Rd intersection,205SAR090,,Saratoga Creek,Saratoga Creek,Saratoga Cr u/s of Hwy 9 Bridge Crossing closest to Pierce Rd intersection,Non-reference,P,3,,,Intermediate,P,Intermediate,P,FALSE,37.25229119,-122.0618305,NAD83,37.252291,-122.061831,37.252291,-122.061831,TRUE
205SAR110,Bonjetti Cr between Hwy 9 Bridge Crossing and confluence of San Andreas Creek,205SAR110,,Saratoga Creek,Saratoga Creek,Bonjetti Cr between Hwy 9 Bridge Crossing and confluence of San Andreas Creek,Non-reference,P,2,,,Intermediate,P,Intermediate,P,FALSE,37.248463,-122.068302,NAD83,37.248463,-122.068302,37.248463,-122.068302,TRUE
205SED075,Stevens Creek - Above reservoir 75,205SED075,,,,,Non-reference,P,5,,gauge,,,,,FALSE,37.28158,-122.0750354,NAD83,,,37.28158,-122.0750354,FALSE
205SFC880,"San Felipe Creek in Joseph D Grant County Park, 350m US of trib and park boundary and trib",205SFC880,,San Felipe Creek,Coyote Creek,NA,Reference,NP,0,,,Reference,NP,Reference,NP,FALSE,37.30676,-121.68893,NAD83,37.306683,-121.68885,37.306683,-121.68885,TRUE
205SFQ500,San Francisquito Creek u/s of Sand Hill Rd. xing at golf course,,,San Francisquito Creek,,San Francisquito Creek u/s of Sand Hill Rd. xing at golf course,Non-reference,NP,16,,Stanford contact,,,,,FALSE,37.428515,-122.189799,NAD83,,,37.42851288,-122.189806,TRUE
205SFQ600,San Francisquito creek directly u/s of Los Trancos Creek confluence,,,San Francisquito Creek,,San Francisquito creek directly u/s of Los Trancos Creek confluence,Non-reference,P,16,,Stanford contact,,,,,FALSE,37.41352,-122.19279,NAD83,,,37.41341318,-122.1927104,TRUE
205SFQ800,San Francisquito Creek 300m d/s of Bear Creek confluence,,,San Francisquito Creek,,San Francisquito Creek 300m d/s of Bear Creek confluence,Non-reference,P,15,,Stanford contact,,,,,FALSE,37.410705,-122.237798,NAD83,,,37.41070037,-122.2377942,TRUE
205STE020,La Avenida,205STE020,,Stevens Creek,Stevens Creek,La Avenida,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.41357,-122.06865,WGS84,37.41357,-122.06865,37.41357,-122.06865,TRUE
205STE030,Landels School,205STE030,,Stevens Creek,Stevens Creek,NA,Non-reference,NP,6,,,Stressed,NP,Stressed,NP,FALSE,37.38658,-122.06917,NR,37.386016,-122.069192,37.386016,-122.069192,TRUE
205STE040,Below Diversion Channel,205STE040,,Stevens Creek,Stevens Creek,NA,Non-reference,NP,5,,,Stressed,NP,Stressed,NP,FALSE,37.364749,-122.06224,NR,37.364744,-122.062341,37.364744,-122.062341,TRUE
205STE060,Belleville/Barranca,205STE060,,Stevens Creek,Stevens Creek,NA,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,37.33503,-122.06384,NR,37.335525,-122.063841,37.335525,-122.063841,TRUE
205STE064,Stevens Creek at Blackberry Farm,205STE064,,Stevens Creek,Stevens Creek,Stevens Creek at Blackberry Farm,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,37.31735,-122.06182,WGS84,37.31735,-122.06182,37.31735,-122.06182,TRUE
205STE070,Chestnut Picnic Area,205STE070,,Stevens Creek,Stevens Creek,NA,Non-reference,P,7,,,Intermediate,P,Intermediate,P,FALSE,37.3032,-122.07456,NR,37.303204,-122.074568,37.303204,-122.074568,TRUE
205STE100,Moss Rock,205STE100,,Stevens Creek,Stevens Creek,Moss Rock,Non-reference,P,2,,,Intermediate,P,Intermediate,P,FALSE,37.27226,-122.08278,WGS84,37.27226,-122.08278,37.27226,-122.08278,TRUE
205STE110,Upper Stevens 1,205STE110,,Stevens Creek,Stevens Creek,NA,Non-reference,P,1,,,Intermediate,P,Intermediate,P,FALSE,37.2871,-122.126,NR,37.286441,-122.125275,37.286441,-122.125275,TRUE
205STE120,Upper Stevens 2,205STE120,,Stevens Creek,Stevens Creek,NA,Non-reference,P,2,,,Intermediate,P,Intermediate,P,FALSE,37.3165,-122.1696,NR,37.315728,-122.169209,37.315728,-122.169209,TRUE
205STQ060,Downstream Westmont Ave behind high school baseball diamond,205STQ060,,San Tomas Aquino Creek,San Tomas Aquino Creek,Downstream Westmont Ave behind high school baseball diamond,Non-reference,NP,5,,,Stressed,NP,Stressed,NP,FALSE,37.272475,-121.989436,NAD83,37.272475,-121.989436,37.272475,-121.989436,TRUE
205WUN450,"West Union Creek in Phelger Reserve, 70 m below unnamed trib 17692905",205WUN450,,West Union Creek,San Franciscquito Creek,NA,Reference,NP,0,,,Reference,NP,Reference,NP,FALSE,37.44892,-122.29426,NAD83,37.448972,-122.29447,37.448972,-122.29447,TRUE
205WUN550,"West Union Creek, Huddart County Park, 1.2km upstrm of confluence with McGarvey Gulch; RMC 205R00296",205WUN550,205R00296,West Union Creek,,"West Union Creek, Huddart County Park, 1.2km upstrm of confluence with McGarvey Gulch; RMC 205R00296",Reference,NP,0,,near site already known,,,,,FALSE,37.45211,-122.29852,NAD83,,,37.45211,-122.29852,FALSE
206ACC300,"American Canyon Creek, between HWY 29 and Manor Ct",206ACC300,,American Canyon Creek,Napa River,"American Canyon Creek, between HWY 29 and Manor Ct",Non-reference,NP,13,,near site already known,,,,,FALSE,38.161823,-122.254542,NAD83,38.161823,-122.254542,38.161823,-122.254542,TRUE
